spot_name,index spot,weather,temperature,traffic_time,satisfaction
Lasalle,3,0,30.37753455622918,24.724381668900897,0
Lasalle,3,0,26.04812748022657,32.29929577950095,0
Lasalle,3,0,31.565766053675006,33.43910141520816,0
Lasalle,3,0,26.209308517036604,29.79383020166101,0
Lasalle,3,0,24.353924566962426,22.523586295243312,0
Préfontaine,4,0,25.434602218581688,19.537353644914035,0
Préfontaine,4,0,25.236001050065727,31.777129279269797,0
Préfontaine,4,0,29.28941781313256,35.00619083307198,0
Préfontaine,4,0,29.756937123915595,35.9138516008518,0
Préfontaine,4,0,23.194627047831958,33.594523689019795,0
Préfontaine,4,0,25.539458996666244,20.755036407993316,0
Préfontaine,4,0,23.848611901145496,30.721761006159127,0
Préfontaine,4,0,27.513634428956856,21.44569350842574,0
Préfontaine,4,0,23.43039302376077,27.07678426575366,0
Préfontaine,4,0,32.36522262545435,33.345491835566776,0
Préfontaine,4,0,32.048807260726605,19.963166215782316,0
Préfontaine,4,0,31.207572848326855,25.000946987917747,0
Préfontaine,4,0,24.664906716507545,21.01995837172504,0
Préfontaine,4,0,28.12085005564101,30.31482140187856,0
Préfontaine,4,0,29.93193429911801,25.498641062788757,0
Préfontaine,4,0,24.20402421489063,34.71102257777598,0
Préfontaine,4,0,31.477044566585523,22.98474080264783,0
Préfontaine,4,0,28.586067680410938,25.662190723341194,0
Préfontaine,4,0,29.73226406332604,19.722427246758592,0
Préfontaine,4,0,31.554404334037827,35.168532283455406,0
Préfontaine,4,0,27.465128422066158,22.75132803529754,0
Préfontaine,4,0,22.854521399214534,33.5925490116297,0
Préfontaine,4,0,31.175889079996146,23.018085291421116,0
Préfontaine,4,0,30.18339247422049,23.899966227186987,0
Préfontaine,4,0,30.177051159588927,37.134892684685056,0
Préfontaine,4,0,32.719723433420455,34.497688211421796,0
Préfontaine,4,0,28.959866322565585,26.4002518122776,0
Préfontaine,4,0,32.22781465893821,24.967522479293375,0
Préfontaine,4,0,27.72624574141953,25.538610076755035,0
Préfontaine,4,0,32.33758096334293,24.912185461530036,0
Préfontaine,4,0,23.170033661775143,29.691774971993972,0
Préfontaine,4,0,31.233572315091145,31.11285793915181,0
Préfontaine,4,0,31.269076777487033,34.07519118803906,0
Préfontaine,4,0,28.617904503344963,29.234121201445642,0
Préfontaine,4,0,31.62076483771675,21.378235474360103,0
Préfontaine,4,0,32.106696767923566,34.44512823088179,0
Préfontaine,4,0,25.138997731710738,25.104793483047047,0
Préfontaine,4,0,31.510554574925482,31.23594380208269,0
Préfontaine,4,0,24.02995642937632,37.22139966269469,0
Préfontaine,4,0,29.75525346565554,29.347198670124627,0
Préfontaine,4,0,25.851221591840872,24.14880454731115,0
Préfontaine,4,0,30.434931799333583,28.440016473663967,0
Préfontaine,4,0,30.90340135899004,25.385144685002636,0
Préfontaine,4,0,28.99231076482905,24.17437501463817,0
Préfontaine,4,0,24.340185636646304,28.462793410100396,0
Préfontaine,4,0,22.997987202022657,21.32921666163659,0
Préfontaine,4,0,26.60642737165339,31.58031253682475,0
Taz,6,0,25.655181253481118,36.10448772355965,1
Taz,6,0,30.266861503392985,21.84316584284351,1
Taz,6,0,27.046316708888714,35.684161386816726,1
Taz,6,0,23.717700224604393,35.41669399064359,1
Taz,6,0,29.72601856963857,28.960490370967765,1
Taz,6,0,29.17730668116367,27.300191859656533,1
Taz,6,0,26.145590183081048,25.065412264331755,1
Taz,6,0,23.751404355950704,21.151704446113662,1
Taz,6,0,30.914113260964115,27.956745213963032,1
Taz,6,0,31.12929621539445,32.03676784264049,1
Taz,6,0,24.795905198994202,30.48418202795925,1
Taz,6,0,30.461869362913923,36.485324389780814,1
Taz,6,0,28.247505736466557,30.596312667240912,1
Taz,6,0,23.53152032960893,29.40807340230731,1
Taz,6,0,23.492826079510753,22.701616930443826,1
Taz,6,0,25.51971170786157,37.77359172270311,1
Taz,6,0,29.962725797078146,21.82122213766528,1
Taz,6,0,29.064994422931793,23.381574174316963,1
Taz,6,0,26.331415677898875,33.93626682457611,1
Taz,6,0,26.899919321797324,25.486547027410275,1
Taz,6,0,28.66382085685715,31.15339078669084,1
Taz,6,0,23.870678980290098,25.362924853772547,1
Taz,6,0,30.674714483765463,37.347415136050756,1
Taz,6,0,27.03201723328519,37.62644248027071,1
Taz,6,0,23.383970714583374,30.787084455111476,1
Taz,6,0,24.167843082704497,19.654713737876385,1
Taz,6,0,30.146412599746224,22.606495701989886,1
Taz,6,0,26.22458998595298,35.489283088375785,1
Taz,6,0,23.503057962187437,20.922721462408287,1
Taz,6,0,25.240880806829153,20.83472372589507,1
Taz,6,0,32.35934394327259,26.19548941470284,1
Taz,6,0,26.243294554057343,32.24921677022371,1
Taz,6,0,25.96412950726433,37.53062604232589,1
Spin,7,0,28.58975753674244,38.268626845177394,1
Spin,7,0,25.411025459199127,20.92953187048606,1
Spin,7,0,27.462956429511046,32.70176127639293,1
Spin,7,0,25.243458379198707,22.232141052109558,1
Spin,7,0,29.631043753025256,32.86868608759013,1
Spin,7,0,23.77278035882182,24.802698138020816,1
Spin,7,0,23.09531607957326,33.90655754982967,1
Spin,7,0,32.04806092523953,33.734775898789714,1
Spin,7,0,28.717681154761035,26.63048437056208,1
Spin,7,0,28.32865160344909,22.653266350797423,1
Spin,7,0,28.371806434928416,21.32176599573141,1
Spin,7,0,24.686911395985298,21.152427948919843,1
Spin,7,0,30.665000074150527,25.27928548430245,1
Spin,7,0,28.873286143291804,34.07399381681311,1
Spin,7,0,28.819150278935652,38.63915503321342,1
Spin,7,0,32.59317404842952,32.70379146493079,1
Spin,7,0,25.55765755597361,35.081678593032336,1
Spin,7,0,32.77294033679056,23.71345719979218,1
Spin,7,0,31.540665702071642,39.069899036356986,1
Spin,7,0,30.568609019681418,27.70123504810754,1
Spin,7,0,24.352288851105946,31.63336834047815,1
Spin,7,0,29.83068175631843,33.804021063001095,1
Spin,7,0,23.526617559176906,30.766992712817306,1
Spin,7,0,24.084079927514463,21.602248411918037,1
Spin,7,0,28.830324168559937,37.50662442322702,1
Spin,7,0,31.936929690111953,35.33072386672322,1
Spin,7,0,30.454403931427883,36.520754135006904,1
Spin,7,0,26.425826332135536,21.70308383427131,1
Spin,7,0,25.08161461825944,38.305380946577,1
Spin,7,0,23.026640957689935,34.40105581750771,1
Spin,7,0,26.234379527699815,20.14084816003551,1
Spin,7,0,23.329119774695478,26.6071089546124,1
Spin,7,0,29.437537723681437,32.299281479224895,1
Spin,7,0,24.871347630534487,31.795604157352912,1
Spin,7,0,28.277468843828238,25.830089776722012,1
Spin,7,0,24.20042771349949,24.66779735913956,1
Spin,7,0,32.32698751399102,30.354484189092197,1
Spin,7,0,27.701363640165965,33.914738438292744,1
Spin,7,0,31.133426346020855,34.400880870104146,1
Spin,7,0,24.411847973392398,28.939305210046314,1
Spin,7,0,30.9514209546855,38.33713857386099,1
Spin,7,0,28.59790947129354,32.74390204307735,1
Spin,7,0,31.9700760521764,31.58915071649013,1
Spin,7,0,24.74336225117444,31.962245904716845,1
Spin,7,0,24.169165343052203,20.867077257474108,1
Spin,7,0,30.99314119760321,28.91101023100854,1
Spin,7,0,30.650482665694188,21.083529394399378,1
Spin,7,0,29.98884919541454,21.44898642058154,1
Saint Sauveur,9,0,32.313637889951316,24.09227736929652,0
Saint Sauveur,9,0,31.59848424579289,20.739864037844246,0
Saint Sauveur,9,0,25.605835346668947,20.9965384143177,0
Saint Sauveur,9,0,25.833884180296266,23.976968842580877,0
Saint Sauveur,9,0,27.641963128904067,25.250273794911855,0
Saint Sauveur,9,0,23.87456390090756,37.46005116789253,0
Saint Sauveur,9,0,31.382193614563473,22.461127809605454,0
Saint Sauveur,9,0,29.853068087232153,33.60211623768936,0
Saint Sauveur,9,0,28.221732408597994,33.37999475108353,0
Saint Sauveur,9,0,27.744295833774,37.10872464073156,0
Saint Sauveur,9,0,25.986090581774477,35.25364568413052,0
Saint Sauveur,9,0,28.65965871973564,36.50321318128241,0
Saint Sauveur,9,0,31.10632499627549,27.999890642849074,0
Saint Sauveur,9,0,24.14646276242598,39.267942619412864,0
Saint Sauveur,9,0,29.827327813745484,30.46972003113224,0
Saint Sauveur,9,0,23.820160798471495,34.795368175615025,0
Saint Sauveur,9,0,32.24811245231019,33.40565062730319,0
Saint Sauveur,9,0,26.604461684722516,31.831997823724326,0
Saint Sauveur,9,0,30.032402055800418,39.04809967862275,0
Saint Sauveur,9,0,24.04370733418411,38.028580163260045,0
Saint Sauveur,9,0,30.84830684329752,33.00003927854087,0
Saint Sauveur,9,0,24.81653220226167,26.11388484379794,0
Saint Sauveur,9,0,27.7244299327278,28.350521901456887,0
Saint Sauveur,9,0,23.97740671158641,25.436466644190745,0
Saint Sauveur,9,0,30.666448965640456,27.735017421596666,0
Saint Sauveur,9,0,27.694353669364517,30.526135557262684,0
Saint Sauveur,9,0,27.830425918635164,38.233170574930455,0
Saint Sauveur,9,0,25.926779578469635,25.452926238228358,0
Saint Sauveur,9,0,24.36967504280353,27.605064053039612,0
Saint Sauveur,9,0,26.57175154889008,20.120093107710364,0
Saint Sauveur,9,0,31.195146197463245,37.45201435716051,0
Saint Sauveur,9,0,25.516481194870853,29.934198944049175,0
Saint Sauveur,9,0,24.417544737000554,39.18481193120438,0
Saint Sauveur,9,0,24.850897325628402,24.010366834075228,0
Saint Sauveur,9,0,28.536159573419415,21.53476009223059,0
Saint Sauveur,9,0,22.856272081081002,26.90887111710655,0
Saint Sauveur,9,0,23.914478940471657,32.20404582187471,0
Saint Sauveur,9,0,27.25703312427837,27.76653484509419,0
Saint Sauveur,9,0,24.952997447900742,30.38829385330662,0
Saint Sauveur,9,0,24.241935751038923,19.930652229968505,0
Saint Sauveur,9,0,32.059277690708385,33.52776470725648,0
Saint Sauveur,9,0,31.624459936675564,38.47211134488771,0
Saint Sauveur,9,0,27.38929382323854,29.871328423320747,0
Saint Sauveur,9,0,29.891415918514994,21.836941914004743,0
Saint Sauveur,9,0,26.946003350916683,31.755930741406424,0
Saint Sauveur,9,0,27.16038908691547,29.049528765521814,0
Saint Sauveur,9,0,24.779068086075807,35.767700284606875,0
Saint Sauveur,9,0,23.198945370842807,35.29944308645359,0
Assomption,10,0,31.237762466528082,25.851460580810556,0
Assomption,10,0,32.79211369570494,22.091024547335557,0
Assomption,10,0,27.530671310545813,34.805984679715024,0
Assomption,10,0,25.015941510072132,39.001409638054035,0
Assomption,10,0,28.230560909601387,35.46844304275899,0
Assomption,10,0,30.790169598058043,21.654918816550904,0
Assomption,10,0,27.331010495747606,26.536076597033823,0
Assomption,10,0,22.80119759730479,20.03807286774094,0
Assomption,10,0,29.953622456470182,28.30177944509241,0
Assomption,10,0,25.932702099034174,35.69678624111907,0
Assomption,10,0,25.851027506407384,33.97815760851176,0
Assomption,10,0,24.056720428168504,37.14160998844274,0
Assomption,10,0,30.17101902489034,36.32446670548523,0
Assomption,10,0,27.043544133755823,34.72312399011356,0
Assomption,10,0,23.064626033327986,30.18995491631525,0
Assomption,10,0,27.216562265395822,31.09344875678679,0
Assomption,10,0,23.20649992987861,30.743142499798054,0
Assomption,10,0,23.086910443091547,20.73244757381389,0
Assomption,10,0,32.096372622222205,39.197373265210544,0
Assomption,10,0,32.166776693239484,20.526786549992842,0
Assomption,10,0,26.782952187846277,35.270033775414575,0
Benny,11,0,30.44442909818975,27.134657953360456,0
Benny,11,0,31.652015011451816,25.732355430731644,0
Benny,11,0,29.60458477153372,35.84578997999415,0
Benny,11,0,28.709445534615014,24.17527155803303,0
Benny,11,0,23.098287713736447,33.40646804160849,0
Benny,11,0,23.073349948994597,22.554457784135693,0
Benny,11,0,23.989942207879523,30.515807583469396,0
Benny,11,0,25.383134128731093,30.109850245255878,0
Benny,11,0,29.427676344367313,36.99004125100734,0
Benny,11,0,28.96653542204097,31.804178610237006,0
Benny,11,0,32.7067361490722,21.02180605683904,0
Benny,11,0,28.877352060009017,28.608515362322848,0
Benny,11,0,26.480615466782645,23.406294936275252,0
Benny,11,0,29.3663154934916,28.469577950257104,0
Benny,11,0,24.219361018689025,23.995175515279982,0
Benny,11,0,28.083504602735406,37.50430960678435,0
Benny,11,0,23.316583792949825,25.727447659265316,0
Benny,11,0,29.888864029700184,35.082931635852155,0
Benny,11,0,23.99899049497613,35.715888885550314,0
Benny,11,0,30.733986056624694,37.568194995493826,0
Benny,11,0,27.593821668601617,35.58834984691105,0
Benny,11,0,27.2709766577209,37.804682415776554,0
Benny,11,0,31.500100189627723,21.7081363855059,0
Benny,11,0,26.181697262166274,21.27874351847159,0
Benny,11,0,23.880549886044772,34.68999161990485,0
Dorval,12,0,24.484898161627726,21.932644784097842,0
Dorval,12,0,29.13980214723308,22.955253320006292,0
Dorval,12,0,32.38493574917627,36.390677740665396,0
Dorval,12,0,25.912305776115804,34.94229546829985,0
Dorval,12,0,32.384218882195285,29.791319339390036,0
Magog,13,0,28.380492968024377,31.631403878385537,0
Magog,13,0,25.856805310239896,34.93836180367873,0
Magog,13,0,31.92405155183355,29.982955235763406,0
Magog,13,0,25.69420175251945,35.26124896803319,0
Magog,13,0,31.454282596598855,22.61398611172205,0
Magog,13,0,24.246820920196523,35.209656234079496,0
Magog,13,0,25.52845624114806,32.18968245183944,0
Magog,13,0,29.667026299049873,32.40453241817616,0
Magog,13,0,31.07994608483586,36.47708003304171,0
Magog,13,0,28.109451468245897,21.97208093497717,0
Magog,13,0,24.475901132521194,31.82702672270601,0
Magog,13,0,29.869398524225815,30.189634961188776,0
Magog,13,0,24.455377120880144,26.714130709153515,0
Magog,13,0,27.47931027865824,33.69262762110085,0
Magog,13,0,24.67871908321035,33.854023190393654,0
Magog,13,0,28.967734314908768,21.252723765214505,0
Magog,13,0,24.392005828384896,20.832640729344654,0
Magog,13,0,27.248210843965037,25.730494484189077,0
Magog,13,0,25.76572905356949,32.91637974726783,0
Magog,13,0,31.36574616716236,35.013104638990015,0
Magog,13,0,30.28694562752804,25.579934006122038,0
Magog,13,0,29.52232645057291,29.02670539671865,0
Magog,13,0,31.67112151333386,24.105279740617,0
Magog,13,0,27.43906244880743,38.0141520806969,0
Magog,13,0,22.909931040538574,35.32939371390049,0
Magog,13,0,28.01504656850814,39.159710397311535,0
Magog,13,0,27.946338143478123,39.06119030486631,0
Magog,13,0,31.65572117576644,23.228069304172294,0
Magog,13,0,32.316435223082266,38.2080345034875,0
Magog,13,0,32.306752904898524,38.72218351257074,0
Magog,13,0,31.903236529042807,32.08239601648291,0
Magog,13,0,26.00565706999568,32.35829068154699,0
Magog,13,0,22.831958652502273,22.1193866620207,0
Magog,13,0,32.17184676251869,20.317828364800658,0
Magog,13,0,32.57270930531945,26.111462908466383,0
Magog,13,0,29.622287185932244,27.236714373415232,0
Magog,13,0,30.62279884762504,21.66890122518786,0
Magog,13,0,31.73392458573121,26.821788081030522,0
Magog,13,0,23.193537579963127,32.51565448704387,0
Magog,13,0,31.56839536958667,37.60242352775161,0
Magog,13,0,31.139762416945686,32.906051676920704,0
Magog,13,0,31.862299940279136,23.94612328813893,0
Berthierville,14,0,23.032414538588945,37.47836024001454,0
Berthierville,14,0,28.70915382474623,28.85642251880205,0
Berthierville,14,0,32.66573003325443,24.506603146071193,0
Berthierville,14,0,29.972237545758137,34.010652774079404,0
Berthierville,14,0,25.578248442814882,21.723807218155024,0
Berthierville,14,0,32.70064402351142,34.0404257556647,0
Berthierville,14,0,25.80578600231161,31.940564593911606,0
Berthierville,14,0,31.78973871098289,20.723632841288975,0
Berthierville,14,0,27.39052883865766,20.344885269707426,0
Berthierville,14,0,25.051662613461428,24.466889219326653,0
Berthierville,14,0,30.730790561601296,25.879405500459164,0
Berthierville,14,0,24.98741920265884,36.96770867010919,0
Berthierville,14,0,27.767232414372458,27.26161642276922,0
Berthierville,14,0,27.377384960385193,31.532003555798102,0
Berthierville,14,0,29.12104883385213,21.81448335086914,0
Berthierville,14,0,25.96135446355913,22.321517713862782,0
Berthierville,14,0,23.010718381087308,28.19933341392491,0
Berthierville,14,0,31.577551346292715,22.673449237759765,0
Berthierville,14,0,29.511134219994823,36.81245465093992,0
Berthierville,14,0,25.15802186187689,38.324455066799544,0
Berthierville,14,0,24.969562251922902,30.463561355914827,0
Berthierville,14,0,28.188671068899083,31.77208028699334,0
Berthierville,14,0,30.685266242481042,24.870367941272562,0
Berthierville,14,0,30.629369552023967,32.069061455212825,0
Berthierville,14,0,27.561201746771356,37.87564026045375,0
Berthierville,14,0,26.225052332984955,20.575158563733353,0
Berthierville,14,0,29.283112707041354,30.320617606942285,0
Berthierville,14,0,29.142808914317097,20.399642311827122,0
Berthierville,14,0,29.062853699692198,26.47654581158303,0
Berthierville,14,0,28.995646364617706,33.5465414401299,0
Berthierville,14,0,29.52340730535513,29.137446243012903,0
Berthierville,14,0,22.823260447433555,30.52274131546922,0
Berthierville,14,0,24.383576004322048,28.610772085831616,0
Berthierville,14,0,32.156572340220684,36.54322249350335,0
Berthierville,14,0,24.909217724315518,29.914418280544023,0
Berthierville,14,0,27.823575501459686,30.849636416517882,0
Berthierville,14,0,32.66093537753026,35.8400692024896,0
Berthierville,14,0,31.564684530632157,38.648454242099334,0
Berthierville,14,0,32.5980830037822,26.938643972214447,0
Berthierville,14,0,25.749125712180717,38.69392716583333,0
Berthierville,14,0,31.88008746459129,30.131179461823898,0
Ahuntsic,0,3,22.454548743468063,40.811653423014334,0
Ahuntsic,0,3,26.86324438901799,37.059765549708075,0
Ahuntsic,0,3,22.801522816381585,37.762593137373266,0
Ahuntsic,0,3,19.22527789671667,54.85324155441111,0
Ahuntsic,0,3,26.150088242339386,39.84120790702563,0
Ahuntsic,0,3,21.724732512527687,41.35863450202684,0
Ahuntsic,0,3,24.906561811751928,45.155540970021676,0
Ahuntsic,0,3,22.7112368132523,48.75478604937065,0
Ahuntsic,0,3,28.310073051929955,44.0805329085719,0
Ahuntsic,0,3,26.392147190684458,40.0225996719153,0
Ahuntsic,0,3,19.421172919795428,47.131272582147886,0
Ahuntsic,0,3,21.32275792658974,42.82319846819113,0
Ahuntsic,0,3,26.543799043322597,55.44708604665554,0
Ahuntsic,0,3,25.541671886704243,51.08844332812047,0
Ahuntsic,0,3,21.47603053868061,44.282465319686914,0
Ahuntsic,0,3,28.368115434183725,41.9553846114912,0
Ahuntsic,0,3,26.53001053990535,49.42503690141049,0
Ahuntsic,0,3,25.74482411958986,54.8069275204094,0
Ahuntsic,0,3,28.376752271931117,48.90885943181151,0
Ahuntsic,0,3,21.39344792202743,43.1716485632767,0
Ahuntsic,0,3,28.545613999352447,40.96940224224165,0
Ahuntsic,0,3,20.483336893253274,38.3283791872857,0
Ahuntsic,0,3,24.883630019627976,43.960364034089295,0
VanHorne,1,3,24.743807416868606,55.44483827887533,0
VanHorne,1,3,25.60216121181998,36.78159273734651,0
VanHorne,1,3,20.423114404480497,44.46293155174398,0
VanHorne,1,3,26.650849402706797,42.214277011280146,0
VanHorne,1,3,22.978585382327555,42.55270381961189,0
VanHorne,1,3,18.788794775062094,55.87317205694144,0
VanHorne,1,3,25.685598284051622,50.952608967219554,0
VanHorne,1,3,19.162195237685914,51.58852198504894,0
VanHorne,1,3,25.352454530862587,51.33226034462939,0
VanHorne,1,3,23.97981137902172,47.65447914113169,0
VanHorne,1,3,26.91149839400394,53.296550786402356,0
VanHorne,1,3,20.937663264469077,45.641036185117336,0
VanHorne,1,3,22.22384868500369,44.59969157835148,0
VanHorne,1,3,20.226857307382225,48.287044174229294,0
VanHorne,1,3,20.584905212693634,37.15358123026233,0
VanHorne,1,3,25.43445340280066,47.5891674944383,0
VanHorne,1,3,24.681844183834535,37.21259593163954,0
VanHorne,1,3,21.698173233357178,46.51447992360126,0
VanHorne,1,3,24.326907007989085,54.768932138252495,0
VanHorne,1,3,25.964299864491963,44.30205438230802,0
VanHorne,1,3,22.21520913215965,52.66721420590252,0
VanHorne,1,3,23.56149093566411,45.85268134427626,0
VanHorne,1,3,21.124618970887656,48.13274883814988,0
VanHorne,1,3,22.264649382347834,48.88788252927704,0
VanHorne,1,3,19.956766157374382,37.40392282042633,0
VanHorne,1,3,19.62994825554705,40.86581090822663,0
VanHorne,1,3,27.222264801754122,43.2671009372849,0
Verdun,2,3,26.516197489792553,48.4835333484226,0
Verdun,2,3,19.804683507521556,54.65565469652526,0
Verdun,2,3,23.808714490683812,43.44702235570391,0
Verdun,2,3,22.60735153593403,43.403368089220756,0
Verdun,2,3,24.038112534242117,42.953884143778794,0
Verdun,2,3,25.34526016445608,52.90521383924301,0
Verdun,2,3,26.785617637648798,43.60701128130307,0
Verdun,2,3,20.951456906632387,49.59258396037049,0
Verdun,2,3,25.02203151512761,50.50032794189223,0
Verdun,2,3,21.22797853163536,40.01289368556554,0
Verdun,2,3,19.861546123990077,45.07656619172394,0
Verdun,2,3,19.87131976969685,55.856788033363074,0
Verdun,2,3,20.82553450988477,52.2973830242202,0
Verdun,2,3,20.71027572345428,40.24525381855345,0
Verdun,2,3,21.754294533675147,37.31626113199808,0
Verdun,2,3,28.334758424880143,39.059809602434854,0
Verdun,2,3,27.38875081282564,49.25845679687889,0
Verdun,2,3,19.037755735491302,37.44873009865768,0
Verdun,2,3,21.95729947844343,52.79433332826055,0
Verdun,2,3,22.206852129818824,49.78825779566522,0
Verdun,2,3,24.821724411783677,40.483048693549605,0
Verdun,2,3,23.40734695908347,55.50144529469648,0
Verdun,2,3,19.42179789053555,39.02825516374987,0
Verdun,2,3,28.531803768614523,54.53118050215781,0
Verdun,2,3,26.717216445518748,49.607969033079726,0
Verdun,2,3,18.927156040420066,45.512023073287594,0
Verdun,2,3,21.288585020622012,40.12834527588193,0
Verdun,2,3,19.250063333647695,55.07017970887538,0
Verdun,2,3,25.152594487438954,47.842383190960106,0
Verdun,2,3,20.455848475236024,46.32079147227556,0
Verdun,2,3,21.204438667469667,52.3056379001419,0
Verdun,2,3,22.731942515024844,48.16754079119943,0
Verdun,2,3,27.44045910523864,47.119702117500495,0
Verdun,2,3,22.763086585879893,41.87654576113932,0
Verdun,2,3,21.964245130443935,55.33904725501185,0
Lasalle,3,3,20.826762714492702,36.18911760042454,0
Lasalle,3,3,19.33597843440236,40.33519337490291,0
Lasalle,3,3,19.056367415812275,37.2945501110492,0
Lasalle,3,3,26.191446146391375,41.79347862673556,0
Lasalle,3,3,20.739204604098582,44.66290178237026,0
Lasalle,3,3,21.054520442785893,54.98644737662795,0
Lasalle,3,3,27.421575525195706,51.95603571966397,0
Lasalle,3,3,19.887702506424755,51.18926036218517,0
Lasalle,3,3,19.7821063848516,53.66476394650362,0
Lasalle,3,3,21.06780474198588,43.73361752913033,0
Lasalle,3,3,27.244865372556855,54.46376111928508,0
Lasalle,3,3,21.76955899726321,41.08801386739011,0
Lasalle,3,3,25.140598356494863,50.2810822139986,0
Lasalle,3,3,28.453318092042565,52.62064974736616,0
Lasalle,3,3,19.169823351308743,52.62766900617679,0
Lasalle,3,3,25.412859476085547,55.5359146096113,0
Lasalle,3,3,28.231336040074265,54.78135144695595,0
Lasalle,3,3,23.485980444656416,47.56348294283566,0
Lasalle,3,3,27.38138895710579,45.67677674958843,0
Lasalle,3,3,19.874836662176723,49.35410891747436,0
Préfontaine,4,3,21.159348482907838,39.356523178270365,0
Préfontaine,4,3,20.681669822898975,44.8667600945605,0
Préfontaine,4,3,25.03247131736877,49.92748205179306,0
Préfontaine,4,3,22.474192791231843,52.829118025823455,0
Préfontaine,4,3,27.891730016749484,50.429306393620976,0
Préfontaine,4,3,25.219032732698338,50.134793565116254,0
Préfontaine,4,3,28.350007620052367,43.32577988702781,0
Préfontaine,4,3,19.18464414370976,46.14471416066721,0
Préfontaine,4,3,24.711586687346845,42.20352637511725,0
Boucherville,5,3,19.92555986747506,48.64538892126743,0
Boucherville,5,3,20.193220741835894,51.15263447599217,0
Boucherville,5,3,25.26424579535599,49.13749288699337,0
Boucherville,5,3,22.95697457323861,41.822342212066395,0
Boucherville,5,3,22.430025697627258,52.24443331183342,0
Boucherville,5,3,19.41021070901791,46.41645589000933,0
Boucherville,5,3,25.319518579390607,43.88941166532244,0
Boucherville,5,3,27.985676526346413,50.733146365860264,0
Boucherville,5,3,21.606368290852494,53.832372349079094,0
Boucherville,5,3,22.476878388515374,39.63729788879061,0
Boucherville,5,3,28.20942991285389,40.94819005226213,0
Boucherville,5,3,21.93042670994126,53.559399918493455,0
Boucherville,5,3,27.903566738558837,45.12356485230569,0
Boucherville,5,3,26.571566034338396,42.08235395397933,0
Taz,6,3,20.25991969703368,50.05823107607896,0
Taz,6,3,25.20443968812601,43.15650873593721,0
Taz,6,3,22.963535602531152,45.36595170772179,0
Taz,6,3,28.39512949623241,50.265439372879385,0
Taz,6,3,28.594288245934173,42.65514806080836,0
Taz,6,3,25.505018887780082,37.498564704617365,0
Taz,6,3,22.42346893566678,45.8049296170732,0
Taz,6,3,28.10509619946743,40.50887232425309,0
Taz,6,3,25.218807510840886,50.40575087676136,0
Taz,6,3,26.99759483162755,41.86714858390851,0
Taz,6,3,25.585289882900263,40.855654985907435,0
Taz,6,3,22.968350095769928,53.96520066284345,0
Taz,6,3,28.484549632809205,51.67323881482803,0
Taz,6,3,27.921300489645372,52.3147500032194,0
Taz,6,3,27.34343747502053,42.64004615714203,0
Taz,6,3,27.275271374650856,37.589494128875515,0
Taz,6,3,27.828378287200877,36.44081394118305,0
Taz,6,3,27.305893405174,47.67171974069628,0
Taz,6,3,27.46151833732448,39.07082906828501,0
Taz,6,3,27.88769844559657,43.970825665843556,0
Taz,6,3,23.310268573599433,51.40723737820595,0
Taz,6,3,24.146535565224518,52.10484207528637,0
Taz,6,3,27.256724427184725,37.19722096079291,0
Taz,6,3,21.94451675978901,52.158262480371405,0
Taz,6,3,23.372676622772943,55.694435269832496,0
Taz,6,3,26.28465844277528,39.39435428308332,0
Taz,6,3,27.86823517546292,43.68314055167277,0
Taz,6,3,22.461115212049485,41.943895043138966,0
Taz,6,3,27.130202738794956,50.53766170341254,0
Taz,6,3,24.578566884925188,42.99500719216943,0
Taz,6,3,28.69924836564779,41.02028493376305,0
Taz,6,3,23.441397442262627,36.532185444051024,0
Taz,6,3,20.717767947003143,52.60866577723878,0
Taz,6,3,25.724197457208092,49.0010421387887,0
Taz,6,3,25.224907867933645,43.38206065521286,0
Taz,6,3,27.204541758815886,44.146685576376,0
Taz,6,3,27.846515465874095,39.16674164887221,0
Spin,7,3,21.45184303074425,44.421099993540174,0
Spin,7,3,19.355562513847314,41.55079932035649,0
Spin,7,3,26.88525843757142,37.516027201130186,0
Spin,7,3,19.332889775852504,39.427533896412655,0
Spin,7,3,23.672030652608914,37.45830007143476,0
Spin,7,3,20.979763120760722,48.13883741403623,0
Spin,7,3,19.98889008512885,50.59231674420244,0
Spin,7,3,24.73872288381574,41.32976818494975,0
Spin,7,3,22.657490201318634,42.579550582740275,0
Spin,7,3,25.70802563656824,49.46998631755927,0
Spin,7,3,26.63277335759844,36.10714444314516,0
Spin,7,3,19.092144877158873,36.16314146972202,0
Spin,7,3,19.38356672299296,40.88134051518783,0
Spin,7,3,24.658939322820025,41.225926249123965,0
Spin,7,3,19.419235847790667,36.20588703018728,0
Spin,7,3,22.820350781548413,52.51807016902509,0
Spin,7,3,24.700210323913865,47.76843464535759,0
Spin,7,3,19.937805140382103,53.320051738796906,0
Spin,7,3,24.464858192703478,53.39959696522369,0
Spin,7,3,21.078884570820527,39.45711884686547,0
Spin,7,3,28.533802249234107,52.56540219793248,0
Spin,7,3,21.529981393283563,44.24439628784061,0
Spin,7,3,27.63309352789517,46.09833125996323,0
Spin,7,3,23.65773954830355,39.312288626510494,0
Spin,7,3,24.370334302531667,36.960535565436345,0
Spin,7,3,23.381347940867705,38.03923790146316,0
Spin,7,3,22.10018027194071,37.38802805262023,0
